"MEETING_ROOM","Count"
"ww outer o",1
"ww ola",1
"ww ness",1
"ww nec hud",1
"ww nec conf room",1
"ww navy mess",1
"ww mess/ew",1
"ww mess an",1
"ww lower s",1
"ww leg aff",1
"ww grounf",1
"ww groundf",1
"ww groud",1
"ww grond f",1
"ww gound f",1
"ww gound",1
"ww gorund",1
"ww gflhom",1
"ww g fl",1
"ww frist f",1
"ww first d",1
"ww exec di",1
"ww drivewa",1
"ww dining room",1
"ww chief o",1
"ww basment",1
"ww basement",1
"ww amb. ri",1
"ww 4th flo",1
"ww 3rd",1
"ww 3nd flo",1
"ww 2nd lfo",1
"ww 2nd fll",1
"ww 2nd fl.",1
"ww 2n fl",1
"ww 2n d fl",1
"ww 224",1
"ww 222",1
"ww 221",1
"ww 2 couns",1
"ww 1st fll",1
"ww 1dt flo",1
"ww // lobb",1
"ww / whsr",1
"ww / wh me",1
"ww (2nd fl",1
"ww & eeob",1
"ww - 1st f",1
"ww-the ova",1
"ww-rr",1
"ww- roosev",1
"wt2",1
"wounded wa",1
"work order",1
"wmhu",1
"wing wing",1
"whtv",1
"whst",1
"whsr west",1
"whsr sms s",1
"whsr small conferenc",1
"whsr smal",1
"whsr (smal",1
"whmu welln",1
"whmu ew",1
"whmu eeob",1
"whmo offic",1
"whmo green",1
"whmo dir.",1
"whmo cmd s",1
"whmo admin",1
"white navy",1
"white medi",1
"whco offic",1
"whcc truma",1
"whcc",1
"whar sit r",1
"whac2008",1
"wh130",1
"wh/sit roo",1
"wh/sca",1
"wh/eeo/neo",1
"wh ww",1
"wh ward rm",1
"wh sr ww",1
"wh south g",1
"wh situation room",1
"wh sit rm",1
"wh rosseve",1
"wh recepti",1
"wh pantry",1
"wh nm",1
"wh mess`",1
"wh mess w",1
"wh mess e",1
"wh mess and",1
"wh mess (n",1
"wh medical",1
"wh med uni",1
"wh library",1
"wh lawn",1
"wh house m",1
"wh floor 1",1
"wh first f",1
"wh dining",1
"wh 1st flo",1
"wew/oval",1
"westwingdi",1
"westwing/g",1
"wests wing",1
"westexec.",1
"west. wing",1
"west womg",1
"west wingl",1
"west wing.",1
"west wing office",1
"west wing navy mess",1
"west wiing",1
"west wgin",1
"west exect",1
"west basem",1
"west =wing",1
"wesr wing",1
"wes wing",1
"wardroom w",1
"ward rom",1
"ward rm",1
"war room",1
"w16 / eeo",1
"w/execut",1
"w.lobby",1
"w.exec pro",1
"w. execu",1
"w. exec",1
"w exec dr",1
"w exec ave",1
"w 2nd floo",1
"vpsuite",1
"vps ww off",1
"vp officde",1
"vp cermoni",1
"vistors of",1
"visitors c",1
"visitors",1
"venner",1
"veg. garde",1
"valerieja",1
"usss badge",1
"ushres off",1
"upper west",1
"travel and e",1
"tr532",1
"tr 532",1
"tour ww",1
"tina tchen",1
"thetre",1
"the oval o",1
"tennis cou",1
"sws",1
"sutie 5200",1
"suth court",1
"suite 3202",1
"suie 5200",1
"ste 5200",1
"stateflorr",1
"state park",1
"state libr",1
"stat place",1
"staffsecre",1
"ssb22",1
"sow236",1
"sow234",1
"sow room",1
"souza ww g",1
"southport",1
"southct",1
"south lwn",1
"south lawm",1
"south grounds",1
"south fenc",1
"south cout",1
"south court audi",1
"south auth",1
"south",1
"sourt cour",1
"sour court",1
"slawn",1
"situtation",1
"sit",1
"simass of",1
"shanks",1
"secureid o",1
"secure",1
"scourt aud",1
"sb236 depo",1
"sb2222",1
"sb22",1
"sb 234",1
"sb 229",1
"sb 223 plu",1
"sb 223",1
"sb 221",1
"sate place",1
"sate floor",1
"sac",1
"sa",1
"s.grnds.",1
"s.c. audit",1
"s. auditor",1
"s c audito",1
"s auditori",1
"s",1
"rsidence",1
"royal crow",1
"rotus",1
"roosebelt",1
"roomn #528",1
"room91",1
"room88",1
"room1",1
"room#359",1
"room# 434",1
"room eeob",1
"room 99",1
"room 80",1
"room 8",1
"room 76",1
"room 7",1
"room 62",1
"room 595",1
"room 536",1
"room 528",1
"room 524",1
"room 480",1
"room 45",1
"room 430ab",1
"room 4206",1
"room 4202",1
"room 400",1
"room 38",1
"room 3202",1
"room 302a",1
"room 260",1
"room 26",1
"room 25 an",1
"room 242",1
"room 233",1
"room 230",1
"room 2211b",1
"room 215",1
"room 204",1
"room 180 a",1
"room 16",1
"room 111",1
"room 1/bow",1
"room #roos",1
"room #482",1
"room #468",1
"room #466",1
"room #13",1
"room # 94",1
"room # 68",1
"room # 320",1
"room # 202",1
"room # 13",1
"roof for a",1
"rooesvelt",1
"rm176",1
"rm.474",1
"rm.18",1
"rm. g102",1
"rm. 528",1
"rm. 5200",1
"rm. 374",1
"rm. 350",1
"rm. 2211b",1
"rm o20",1
"rm o15",1
"rm 98",1
"rm 84",1
"rm 72 a",1
"rm 56",1
"rm 550",1
"rm 55 heal",1
"rm 5",1
"rm 445",1
"rm 443",1
"rm 430",1
"rm 428 eeo",1
"rm 361 r",1
"rm 333",1
"rm 330",1
"rm 308",1
"rm 3001",1
"rm 300",1
"rm 265",1
"rm 25 eeb",1
"rm 2 (eeob",1
"rm 18 eeob",1
"rm 16",1
"rm 15 eeob",1
"rm 135",1
"rm 13",1
"rm 1/navy",1
"rm 08b",1
"rm #25",1
"rm # 5200",1
"residnence",1
"residenc4",1
"residen",1
"research l",1
"resdince",1
"res/so grd",1
"res. clini",1
"reginld di",1
"reggie lov",1
"records",1
"presslobb",1
"pres lobby",1
"ppr gcr",1
"ppr 3007",1
"power sect",1
"potus/stat",1
"potus/sout",1
"podesta of",1
"pmo office",1
"plumbing s",1
"piv card",1
"picture ro",1
"pickup on",1
"pick up ea",1
"phycians",1
"photograph",1
"photo/stat",1
"photo/resi",1
"paulettes",1
"passport o",1
"parking/st",1
"parking",1
"painter 30",1
"ovpwest w",1
"oval/west",1
"oval/resid",1
"oval ofiic",1
"outer voal",1
"ospo",1
"opso",1
"ope office",1
"ooo",1
"oldfamily",1
"oe0b 037",1
"ods office",1
"ods confer",1
"oa service",1
"o76",1
"o19 baseme",1
"o14 eeob",1
"o10.5",1
"nw//2nd fl",1
"nw entranc",1
"nw ellipse",1
"nw",1
"nsc suite",1
"nsc press",1
"nps mainte",1
"not applic",1
"northhall",1
"north/ sou",1
"north west",1
"north grounds",1
"north gro",1
"north grio",1
"noeb 7026",1
"ng04",1
"neov eater",1
"neobsb226",1
"neoboa400",1
"neob5013",1
"neob450",1
"neob400_4",1
"neob3015",1
"neob steam",1
"neob rm s",1
"neob rm 42",1
"neob rm 30",1
"neob ppr",1
"neob mess",1
"neob med u",1
"neob g001",1
"neob eatry",1
"neob data",1
"neob cr40",1
"neob confe",1
"neob 9201",1
"neob 9025",1
"neob 9013",1
"neob 8222",1
"neob 7215",1
"neob 7202",1
"neob 5th f",1
"neob 5th c",1
"neob 525.3",1
"neob 5235",1
"neob 427",1
"neob 4200",1
"neob 417.4",1
"neob 4116",1
"neob 409.5",1
"neob 3rd f",1
"neob 324",1
"neob 3203",1
"neob 3200",1
"neob 3104",1
"neob 10th",1
"neob 10235",1
"neob 10221",1
"neob 10201",1
"neob 101",1
"neob 100",1
"neeob rm 3",1
"nec/ww 2nd",1
"nec west w",1
"nec 2nd f",1
"navy messs",1
"navy mass",1
"navy dome",1
"navt steps",1
"na",1
"n port",1
"munoz off",1
"milaide of",1
"mess/146",1
"mess west",1
"medical",1
"med/dental",1
"mcb 430",1
"mc",1
"mbk conven",1
"mason/pain",1
"mark schwa",1
"main dinin",1
"lwr press",1
"lowerpress",1
"lower/uppe",1
"lockshop",1
"lobby/oval",1
"lobby/gara",1
"lobber lob",1
"liubrary",1
"jumbotron",1
"john gallo",1
"jfk whsr",1
"jen psaki",1
"jeffs offi",1
"jarretts",1
"james kvaa",1
"itr (472)",1
"it help de",1
"ipc whsr",1
"indina tre",1
"indiantre",1
"indian trw",1
"indian tra",1
"india treaty room",1
"ikes30",1
"ikes rm 0",1
"ikes cafet",1
"ike?s cafe",1
"ike eatery",1
"ike's",1
"hq whmo ea",1
"housekeeping office",1
"housekeepers office",1
"halloween",1
"gw5",1
"guard desk",1
"gsa electr",1
"ground",1
"groslyn bu",1
"grnds",1
"grnd floor",1
"george 1st",1
"g54",1
"g52",1
"g50 gh g47",1
"g42",1
"g201",1
"g102/libra",1
"g102 / lib",1
"g 1",1
"front offi",1
"fords the",1
"flr 5200r",1
"flotus ofi",1
"florist",1
"floor 5200",1
"fitness ce",1
"fire alarm",1
"famil thea",1
"exr",1
"exec gym",1
"ewsebr",1
"ews whca",1
"ews rm 7",1
"ews pro o",1
"ews pbr",1
"ews com",1
"ews 221",1
"ews 206",1
"ews 20",1
"ews 121",1
"ews 10",1
"ewf 220",1
"ewf 202",1
"ewf",1
"ewbriefin",1
"ew296",1
"ew236",1
"ew199",1
"ew101",1
"ew10",1
"ew/whmo hq",1
"ew/whmo fr",1
"ew/whmo",1
"ew/wh rece",1
"ew/visitor",1
"ew/theatre",1
"ew/state f",1
"ew/power s",1
"ew/peoc",1
"ew/office",1
"ew/milaide",1
"ew/map roo",1
"ew/ebr in",1
"ew/comms c",1
"ew/210a",1
"ew/107",1
"ew/ south",1
"ew/ eber",1
"ew/ 211",1
"ew/ 206",1
"ew#102",1
"ew visitor",1
"ew sit rm",1
"ew s",1
"ew room 9",1
"ew room 54",1
"ew room 53",1
"ew room 52",1
"ew room 51",1
"ew room 50",1
"ew room 49",1
"ew room 48",1
"ew room 47",1
"ew room 46",1
"ew room 45",1
"ew room 44",1
"ew room 43",1
"ew room 42",1
"ew room 41",1
"ew room 40",1
"ew room 39",1
"ew room 38",1
"ew room 37",1
"ew room 36",1
"ew room 35",1
"ew room 34",1
"ew room 33",1
"ew room 32",1
"ew room 31",1
"ew room 30",1
"ew room 29",1
"ew room 28",1
"ew room 27",1
"ew room 26",1
"ew room 25",1
"ew room 24",1
"ew room 23",1
"ew room 22",1
"ew room 21",1
"ew room 19",1
"ew room 18",1
"ew room 17",1
"ew room 16",1
"ew room 15",1
"ew room 14",1
"ew room 11",1
"ew rm#211",1
"ew rm 13a",1
"ew rm 121",1
"ew rm 10",1
"ew peoc eb",1
"ew ola 112",1
"ew gfl",1
"ew g3 eeo",1
"ew floor 2",1
"ew er",1
"ew briefin",1
"ew 2ll",1
"ew 28",1
"ew 207",1
"ew 205",1
"ew 2006",1
"ew 13a/tec",1
"ew 121",1
"ew 12",1
"ew 112/nav",1
"ew 112 and navy mess",1
"ew 1097",1
"ew 103",1
"ew 102 and",1
"ew 100 vis",1
"ew #204",1
"ew-2-10a",1
"et6",1
"erin 530",1
"erb (ew sh",1
"eoeb 485",1
"eoeb 430",1
"eoeb 252",1
"eoc room 1",1
"eoc",1
"eob 68",1
"eob 441",1
"eob 361",1
"eob",1
"engineerin",1
"eng. mecha",1
"ellipse/st",1
"electrical",1
"eepb 430",1
"eeov 430",1
"eeoob 200",1
"eeon 229",1
"eeobg 450",1
"eeobb 430",1
"eeob69",1
"eeob66",1
"eeob63",1
"eeob307",1
"eeob269",1
"eeob265",1
"eeob236/ww",1
"eeob226",1
"eeob183",1
"eeob18",1
"eeob170",1
"eeob126",1
"eeob122",1
"eeob119",1
"eeob110",1
"eeob: sout",1
"eeob/wh me",1
"eeob/cafet",1
"eeob/507",1
"eeob/350",1
"eeob tur",1
"eeob treat",1
"eeob studi",1
"eeob situa",1
"eeob sc au",1
"eeob roon",1
"eeob rm. 5",1
"eeob rm o",1
"eeob rm 41",1
"eeob rm 31",1
"eeob rm 23",1
"eeob rm 20",1
"eeob rm 18",1
"eeob rm 01",1
"eeob print",1
"eeob post",1
"eeob picni",1
"eeob offic",1
"eeob o-59",1
"eeob medic",1
"eeob med u",1
"eeob lobbi",1
"eeob loadi",1
"eeob eoc #",1
"eeob eeob",1
"eeob eater",1
"eeob dnis",1
"eeob court",1
"eeob cafte",1
"eeob b010",1
"eeob a/b/c",1
"eeob 99",1
"eeob 97 me",1
"eeob 90",1
"eeob 8a",1
"eeob 86",1
"eeob 80",1
"eeob 76a",1
"eeob 571",1
"eeob 529a",1
"eeob 520",1
"eeob 4th f",1
"eeob 468",1
"eeob 461",1
"eeob 458",1
"eeob 448 (",1
"eeob 425",1
"eeob 424",1
"eeob 42",1
"eeob 419",1
"eeob 415",1
"eeob 413",1
"eeob 407",1
"eeob 405 a",1
"eeob 403 b",1
"eeob 403",1
"eeob 3rd f",1
"eeob 396",1
"eeob 382",1
"eeob 38",1
"eeob 376",1
"eeob 37 (b",1
"eeob 348",1
"eeob 347",1
"eeob 340ab",1
"eeob 3350",1
"eeob 334",1
"eeob 330/w",1
"eeob 328",1
"eeob 317",1
"eeob 3015",1
"eeob 301",1
"eeob 300a",1
"eeob 2nd f",1
"eeob 298",1
"eeob 290",1
"eeob 284 a",1
"eeob 27",1
"eeob 266a",1
"eeob 26",1
"eeob 254",1
"eeob 245",1
"eeob 21",1
"eeob 202",1
"eeob 190",1
"eeob 180 a",1
"eeob 164a",1
"eeob 150",1
"eeob 144a",1
"eeob 140a",1
"eeob 128",1
"eeob 127",1
"eeob 121",1
"eeob 120",1
"eeob 12",1
"eeob 097",1
"eeob 074",1
"eeob 065 a",1
"eeob 062/0",1
"eeob 054",1
"eeob 047",1
"eeob 020",1
"eeob 014",1
"eeob 01",1
"eeob (sout",1
"eeob #94",1
"eeob #7",1
"eeob #474",1
"eeob #25",1
"eeob # 18",1
"eeob - o18",1
"eeo/neo",1
"eeo b115",1
"eeo b 284",1
"eelb 111",1
"eeib 350",1
"eeeob 441",1
"eeeob 210",1
"eeeob 195",1
"eeeob 111",1
"eebo 368",1
"eebo 316",1
"eebo 230a",1
"eebo 170",1
"eebo 130",1
"eebo 124",1
"eeb 238",1
"eeb 207",1
"eastwing 2",1
"eastexecu",1
"eastexec",1
"east/west",1
"east. exec",1
"east womg",1
"east wing2",1
"east wing ebr",1
"east wing 212",1
"east wign",1
"east rece",1
"east exit",1
"east excut",1
"east 112",1
"east & wes",1
"ease execu",1
"e11",1
"e. wing 20",1
"e st.",1
"e exec dr",1
"e exec ave",1
"e 208",1
"drs offic",1
"dropoff o",1
"driver sta",1
"driver onl",1
"dr office",1
"dpc ww 2",1
"docs offic",1
"dipolmatic",1
"dental cli",1
"david sima",1
"data cent",1
"d8 storer",1
"curators &",1
"crown main",1
"credit uni",1
"cr493a",1
"cr neob oa",1
"cr 570",1
"cr 553",1
"cr 400 n",1
"cos west",1
"cos annex",1
"communicat",1
"cms offic",1
"chris john",1
"chiller ro",1
"chads off",1
"cecelia jo",1
"carstensen",1
"cafetreia",1
"cad",1
"cabinet rm",1
"cabinet",1
"cabenet rm",1
"cab room",1
"bsb confer",1
"brodericks",1
"breakout r",1
"bowlinig",1
"bowlingal",1
"bowling03",1
"bowling room",1
"bowlin all",1
"ben rhodes",1
"basement b",1
"base res",1
"b2garage",1
"b27/basem",1
"b27 res",1
"b221",1
"b209",1
"b200",1
"b2 paint",1
"b15",1
"b1235",1
"b113",1
"b 235",1
"b 212",1
"avrils off",1
"athletics",1
"athlectic",1
"andrew",1
"amb rices",1
"97.0",1
"97 bowling",1
"94 (med un",1
"9325",1
"9245",1
"9239",1
"9236b",1
"9236a",1
"9214",1
"9208f",1
"9205",1
"9140.0",1
"914",1
"9125",1
"9119",1
"9116`",1
"9108",1
"9105",1
"9104`",1
"910103",1
"9101",1
"910",1
"9026.0",1
"9023",1
"9016",1
"9014.0",1
"9004",1
"90026",1
"9000",1
"90",1
"8th floor",1
"8abowling",1
"8912",1
"83 ikes",1
"8263",1
"8225.0",1
"8213",1
"8203",1
"8194",1
"8116`",1
"8102",1
"8101.0",1
"81",1
"8028",1
"8019",1
"8018",1
"8014",1
"8000",1
"800",1
"76/gift sh",1
"7515",1
"746",1
"74/gift sh",1
"74 (store)",1
"7302",1
"7296",1
"7263",1
"7251",1
"7236 neob",1
"7232",1
"7231",1
"7230",1
"7228 neob",1
"7217.0",1
"7216",1
"7212",1
"72115",1
"7204",1
"7136",1
"7104",1
"7028",1
"7015",1
"7005",1
"7002.0",1
"700",1
"70/wh mess",1
"7-228",1
"69821",1
"69461",1
"6925",1
"69168",1
"69161",1
"68701",1
"67013",1
"66577",1
"66419",1
"6615",1
"66.0",1
"65603",1
"6535",1
"65073",1
"650",1
"64450",1
"63568",1
"63370",1
"63270",1
"63228",1
"6312",1
"6296",1
"62576",1
"625",1
"6225.0",1
"6224",1
"62225",1
"62125",1
"6211",1
"62003",1
"61732",1
"61337",1
"6116.0",1
"6116 neob",1
"60265",1
"60256",1
"6015",1
"60101",1
"60025",1
"6",1
"5th fl sui",1
"5th fl su",1
"599.0",1
"595a",1
"594b",1
"594 b",1
"592a",1
"581",1
"563",1
"561",1
"558",1
"554 or 553",1
"5534",1
"5525",1
"551a",1
"5512",1
"5510",1
"5508",1
"549",1
"54836",1
"54202",1
"540",1
"54/innovat",1
"536 neob",1
"536 230a",1
"534a",1
"5325",1
"5313",1
"5281",1
"528/librar",1
"526/librar",1
"525.29999999999995",1
"5237a",1
"52357",1
"5227a",1
"5223",1
"52182",1
"5213.0",1
"5208b",1
"52088",1
"5206",1
"5204",1
"52035",1
"52033",1
"5203 b",1
"5201",1
"52006",1
"52000",1
"5200 tr 53",1
"5200 503",1
"518.20000000000005",1
"5162",1
"516.2",1
"515.29999999999995",1
"514",1
"513.1",1
"5118",1
"5114",1
"51113",1
"511",1
"509",1
"505.2",1
"505",1
"5045",1
"504",1
"50379",1
"5031",1
"5023",1
"5018",1
"5013`",1
"5013.0",1
"5012",1
"501.2",1
"5008.0",1
"5001 and 9",1
"50008",1
"5:15",1
"4th flr",1
"4th flchi",1
"4th fl",1
"4th and 5t",1
"4th",1
"499a",1
"494b",1
"492b",1
"492 conf r",1
"492 a",1
"486.0",1
"483 eeob",1
"48202",1
"481.0",1
"481 and 40",1
"480.0",1
"479.0",1
"479 eeob",1
"474/treaty",1
"474/indiai",1
"474 / ite",1
"473?",1
"4723a",1
"4600",1
"458b",1
"4567",1
"455 a",1
"450a",1
"450.0",1
"450 neob",1
"449a",1
"445b",1
"4444",1
"442a",1
"4429",1
"4420",1
"4412",1
"4410",1
"4400",1
"43b/c",1
"437b",1
"437a",1
"432`",1
"432 eeob",1
"430b/x",1
"430/bc",1
"430 b c",1
"430 a b an",1
"430 a b &c",1
"427.0",1
"4225 tes",1
"422.0",1
"4212",1
"421.3",1
"4208 neob",1
"42028",1
"417.0",1
"416.5 4th",1
"416",1
"4125",1
"4121",1
"412.5",1
"412 a",1
"4112",1
"41116",1
"411.3",1
"411 a",1
"4109",1
"4103",1
"40bc",1
"4094",1
"405.3",1
"403c",1
"403a",1
"4026",1
"402.2",1
"4011",1
"4004",1
"4000`",1
"3rd flr ne",1
"398",1
"395",1
"3939",1
"393.0",1
"393 whit",1
"386 eeob",1
"385",1
"374 (sms)",1
"373021",1
"371",1
"3678",1
"363",1
"361 eeob",1
"352",1
"3501",1
"3500",1
"350 eeob",1
"3496",1
"345",1
"344.0",1
"337",1
"333/334",1
"3320",1
"332",1
"32o2",1
"3236",1
"321",1
"3208",1
"3204",1
"32025",1
"3202.0",1
"3202 neob",1
"3202 gcr",1
"3202 (conf",1
"3201/court",1
"3201.0",1
"312.0",1
"312 eeob",1
"3104 neob",1
"3052",1
"3017/whmo",1
"3015 neob",1
"3013",1
"30001",1
"30/ikes ca",1
"30 ikes c",1
"30 b/c",1
"30 / ike's",1
"2nd f;loor",1
"2flww",1
"2b",1
"299",1
"284 a",1
"280ew",1
"28025",1
"278.0",1
"269.0",1
"268a",1
"2610",1
"2526",1
"2500",1
"25 eeob",1
"2485",1
"243 eeob",1
"2402",1
"2401",1
"240.0",1
"238a eob",1
"236b",1
"236.0",1
"236 eeob",1
"233b",1
"233/240",1
"232/037 bo",1
"2315",1
"230v",1
"230 b/c",1
"228/230a",1
"228 eeob",1
"225a",1
"2236",1
"22121b",1
"2211_b",1
"2211/cafet",1
"2211 eate",1
"2211 cafe",1
"2210",1
"2208",1
"2205",1
"220 east w",1
"218a",1
"215.0",1
"2112",1
"211 (east",1
"210/ew",1
"209, east",1
"209 a",1
"208a",1
"208`",1
"208.0",1
"207 ew",1
"206 es",1
"206 ebr",1
"206 east",1
"206 (east",1
"204c",1
"2048",1
"202b",1
"2019",1
"2013",1
"2010/212",1
"2007",1
"2006",1
"2005",1
"2003",1
"1st flr ba",1
"1st fl rea",1
"1st fl",1
"197.0",1
"19102",1
"191.0",1
"18a",1
"180.0",1
"18.0",1
"18 badge o",1
"18 badge",1
"171a",1
"170 eeob",1
"15th & e s",1
"15 & e",1
"1470",1
"145 eeob",1
"144 b",1
"143.0",1
"13a (east",1
"13803",1
"135b",1
"134.0",1
"1330",1
"131",1
"130 and ww",1
"126.0",1
"124.0",1
"1234",1
"12/14/12 1",1
"12 and 47",1
"117",1
"116a",1
"112 eeob",1
"111b",1
"1112",1
"110a",1
"1080",1
"107 b",1
"105.0",1
"10421",1
"1036",1
"1035",1
"1032",1
"10270",1
"10255",1
"10254",1
"1025",1
"10241",1
"10236h",1
"10234",1
"10232",1
"102236",1
"102221",1
"10222",1
"10219",1
"10216",1
"10212",1
"10211",1
"10210",1
"10203",1
"10202.0",1
"10136",1
"1013",1
"101.0",1
"10078",1
"1007",1
"10060",1
"10054",1
"10052",1
"10022",1
"10021",1
"10017",1
"10013",1
"10011",1
"10010",1
"10001/1000",1
"100002",1
"10:00am",1
"1:00",1
"1/24/83",1
"1.5",1
"094 eeob",1
"090",1
"08b eeob",1
"08b 010",1
"089 lower",1
"082 eeob",1
"08",1
"06a",1
"062 044",1
"05565 sui",1
"047 gsa fi",1
"037/truman bowling",1
"037/indian",1
"030 cafete",1
"025/032",1
"020 baseme",1
"018 and 01",1
"015eeob",1
"015/059",1
"015 eeob",1
"007",1
"0-59",1
"`130",1
"`115",1
"#70",1
"#461",1
"#428",1
"#3202",1
"#18 pass o",1
